run_id,placement_id,design_name,aspect_ratio,core_util,density,synth_strategy,io_mode,time_driven,routability_driven,cts_max_wire,cts_buf_dist,cts_cluster_size,cts_cluster_dia,skew_setup,skew_hold,setup_slack,hold_slack,setup_tns,hold_tns,setup_vio_count,hold_vio_count,power_total,wirelength,utilization,clock_buffers,clock_inverters,timing_repair_buffers,raw_graph_path,cluster_graph_path
1,ethmac_run_20260126_173857,ethmac,0.7,58,0.7,DELAY 2,0,1,0,211,147,15,56,0.543736,-0.547211,1.3513,-0.168288,0,-307.278,0,9331,0.0689022,1125020,0.603345,875,76,904,dataset_root/graphs/raw_graphs/ethmac_run_20260126_173857_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_173857_clustered.pt
2,ethmac_run_20260126_173857,ethmac,0.7,58,0.7,DELAY 2,0,1,0,149,137,24,57,0.717765,-0.717663,1.34907,-0.160746,0,-234.538,0,9295,0.0691691,1118760,0.603606,698,293,904,dataset_root/graphs/raw_graphs/ethmac_run_20260126_173857_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_173857_clustered.pt
3,ethmac_run_20260126_173857,ethmac,0.7,58,0.7,DELAY 2,0,1,0,144,125,18,47,0.874471,-0.871428,1.34378,-0.347667,0,-284.989,0,9321,0.0721615,1127210,0.607771,945,290,904,dataset_root/graphs/raw_graphs/ethmac_run_20260126_173857_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_173857_clustered.pt
4,ethmac_run_20260126_173857,ethmac,0.7,58,0.7,DELAY 2,0,1,0,156,92,29,51,0.864461,-0.882925,1.33966,-0.159319,0,-224.427,0,9288,0.0718471,1122360,0.60741,762,431,904,dataset_root/graphs/raw_graphs/ethmac_run_20260126_173857_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_173857_clustered.pt
5,ethmac_run_20260126_173857,ethmac,0.7,58,0.7,DELAY 2,0,1,0,278,102,20,67,0.550974,-0.552431,1.35838,-0.165191,0,-264.16,0,9313,0.0660703,1117960,0.599415,694,59,904,dataset_root/graphs/raw_graphs/ethmac_run_20260126_173857_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_173857_clustered.pt
6,ethmac_run_20260126_173857,ethmac,0.7,58,0.7,DELAY 2,0,1,0,229,130,13,55,0.542863,-0.554127,1.35525,-0.169392,0,-323.954,0,9340,0.0701107,1129530,0.605029,1005,46,904,dataset_root/graphs/raw_graphs/ethmac_run_20260126_173857_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_173857_clustered.pt
7,ethmac_run_20260126_173857,ethmac,0.7,58,0.7,DELAY 2,0,1,0,197,83,15,43,0.701845,-0.680711,1.34863,-0.168128,0,-308.839,0,9329,0.0733018,1130340,0.609666,1129,258,904,dataset_root/graphs/raw_graphs/ethmac_run_20260126_173857_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_173857_clustered.pt
8,ethmac_run_20260126_173857,ethmac,0.7,58,0.7,DELAY 2,0,1,0,259,88,28,60,0.707659,-0.704081,1.33593,-0.160745,0,-204.932,0,9268,0.06904,1118520,0.603386,658,291,904,dataset_root/graphs/raw_graphs/ethmac_run_20260126_173857_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_173857_clustered.pt
9,ethmac_run_20260126_173857,ethmac,0.7,58,0.7,DELAY 2,0,1,0,166,76,19,55,0.946621,-0.948736,1.35756,-0.193296,0,-275.198,0,9323,0.0688668,1121350,0.603442,858,158,904,dataset_root/graphs/raw_graphs/ethmac_run_20260126_173857_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_173857_clustered.pt
10,ethmac_run_20260126_173857,ethmac,0.7,58,0.7,DELAY 2,0,1,0,209,98,15,60,0.561889,-0.560796,1.35179,-0.168185,0,-306.538,0,9327,0.0681354,1123730,0.602453,879,60,904,dataset_root/graphs/raw_graphs/ethmac_run_20260126_173857_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_173857_clustered.pt
