run_id,placement_id,design_name,aspect_ratio,core_util,density,synth_strategy,io_mode,time_driven,routability_driven,cts_max_wire,cts_buf_dist,cts_cluster_size,cts_cluster_dia,skew_setup,skew_hold,setup_slack,hold_slack,setup_tns,hold_tns,setup_vio_count,hold_vio_count,power_total,wirelength,utilization,clock_buffers,clock_inverters,timing_repair_buffers,raw_graph_path,cluster_graph_path
1,ethmac_run_20260127_192106,ethmac,1.4,70,0.76,DELAY 4,0,1,0,190,124,21,43,0.555625,-0.569732,1.90183,-0.160786,0,-4.88346,0,56,0.0731789,1174480,0.759238,867,526,421,dataset_root/graphs/raw_graphs/ethmac_run_20260127_192106_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260127_192106_clustered.pt
2,ethmac_run_20260127_192106,ethmac,1.4,70,0.76,DELAY 4,0,1,0,254,111,17,70,0.539773,-0.554911,1.91586,-0.158939,0,-4.86116,0,57,0.067117,1167380,0.749242,796,27,421,dataset_root/graphs/raw_graphs/ethmac_run_20260127_192106_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260127_192106_clustered.pt
3,ethmac_run_20260127_192106,ethmac,1.4,70,0.76,DELAY 4,0,1,0,173,141,22,67,0.54853,-0.560676,1.88584,-0.15169,0,-4.67307,0,53,0.0652852,1158020,0.746405,653,82,421,dataset_root/graphs/raw_graphs/ethmac_run_20260127_192106_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260127_192106_clustered.pt
4,ethmac_run_20260127_192106,ethmac,1.4,70,0.76,DELAY 4,0,1,0,278,116,19,68,0.54209,-0.554762,1.9111,-0.168753,0,-4.86267,0,56,0.0666337,1165650,0.748406,733,43,421,dataset_root/graphs/raw_graphs/ethmac_run_20260127_192106_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260127_192106_clustered.pt
5,ethmac_run_20260127_192106,ethmac,1.4,70,0.76,DELAY 4,0,1,0,179,103,28,54,0.553592,-0.57128,1.88386,-0.198215,0,-4.74772,0,51,0.0688032,1161190,0.752199,670,374,421,dataset_root/graphs/raw_graphs/ethmac_run_20260127_192106_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260127_192106_clustered.pt
6,ethmac_run_20260127_192106,ethmac,1.4,70,0.76,DELAY 4,0,1,0,228,109,22,66,0.537681,-0.547381,1.89304,-0.151657,0,-4.65581,0,53,0.0664397,1162430,0.748008,685,73,421,dataset_root/graphs/raw_graphs/ethmac_run_20260127_192106_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260127_192106_clustered.pt
7,ethmac_run_20260127_192106,ethmac,1.4,70,0.76,DELAY 4,0,1,0,171,108,24,60,0.655156,-0.696562,1.89893,-0.177547,0,-4.85039,0,55,0.0669639,1159090,0.749104,682,191,421,dataset_root/graphs/raw_graphs/ethmac_run_20260127_192106_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260127_192106_clustered.pt
8,ethmac_run_20260127_192106,ethmac,1.4,70,0.76,DELAY 4,0,1,0,141,115,26,43,0.669565,-0.673062,1.87864,-0.165409,0,-4.91996,0,56,0.0735711,1174370,0.759934,863,530,421,dataset_root/graphs/raw_graphs/ethmac_run_20260127_192106_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260127_192106_clustered.pt
9,ethmac_run_20260127_192106,ethmac,1.4,70,0.76,DELAY 4,0,1,0,146,91,26,50,0.895498,-0.964333,1.91317,-0.170766,0,-5.16543,0,61,0.0712909,1170290,0.756152,787,430,421,dataset_root/graphs/raw_graphs/ethmac_run_20260127_192106_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260127_192106_clustered.pt
10,ethmac_run_20260127_192106,ethmac,1.4,70,0.76,DELAY 4,0,1,0,137,136,22,41,1.01994,-1.13355,2.0694,-0.453895,0,-7.25331,0,76,0.0744135,1176680,0.761671,992,611,421,dataset_root/graphs/raw_graphs/ethmac_run_20260127_192106_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260127_192106_clustered.pt
11,ethmac_run_20260127_193118,ethmac,1.4,42,0.62,DELAY 2,0,0,0,142,79,19,35,0.711795,-0.708344,1.43949,-0.173445,0,-317.217,0,9336,0.0845878,1209700,0.458526,1599,850,915,dataset_root/graphs/raw_graphs/ethmac_run_20260127_193118_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260127_193118_clustered.pt
