run_id,placement_id,design_name,aspect_ratio,core_util,density,synth_strategy,io_mode,time_driven,routability_driven,cts_max_wire,cts_buf_dist,cts_cluster_size,cts_cluster_dia,skew_setup,skew_hold,setup_slack,hold_slack,setup_tns,hold_tns,setup_vio_count,hold_vio_count,power_total,wirelength,utilization,clock_buffers,clock_inverters,timing_repair_buffers,raw_graph_path,cluster_graph_path
1,aes_run_20260123_151519,aes,0.7,43,0.51,DELAY 4,1,0,0,218,80,29,41,0.829266,-0.767647,-0.635065,-0.0938086,-160.584,-0.225938,811,9,0.0413041,1119810,0.459012,519,242,150,dataset_root/graphs/raw_graphs/aes_run_20260123_151519_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_151519_clustered.pt
2,aes_run_20260123_151519,aes,0.7,43,0.51,DELAY 4,1,0,0,245,109,29,65,0.596458,-0.59647,-0.644715,-0.0880294,-176.011,-0.165258,877,5,0.0359456,1112730,0.450202,217,150,150,dataset_root/graphs/raw_graphs/aes_run_20260123_151519_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_151519_clustered.pt
3,aes_run_20260123_151519,aes,0.7,43,0.51,DELAY 4,1,0,0,272,134,12,39,0.729251,-0.739189,-0.622632,-0.129627,-178.692,-0.307523,876,9,0.0425036,1120590,0.46063,546,245,150,dataset_root/graphs/raw_graphs/aes_run_20260123_151519_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_151519_clustered.pt
4,aes_run_20260123_151519,aes,0.7,43,0.51,DELAY 4,1,0,0,161,145,25,59,1.00583,-1.02253,-0.956447,-0.236694,-408.182,-5.84295,1283,52,0.0373045,1115740,0.452562,294,196,150,dataset_root/graphs/raw_graphs/aes_run_20260123_151519_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_151519_clustered.pt
5,aes_run_20260123_151519,aes,0.7,43,0.51,DELAY 4,1,0,0,199,131,20,49,0.73099,-0.732792,-0.666678,-0.121674,-200.717,-0.294667,991,8,0.0399795,1119460,0.456747,425,223,150,dataset_root/graphs/raw_graphs/aes_run_20260123_151519_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_151519_clustered.pt
6,aes_run_20260123_151519,aes,0.7,43,0.51,DELAY 4,1,0,0,232,90,14,39,0.765718,-0.766174,-0.599683,-0.125736,-172.002,-0.298102,826,9,0.0419151,1120900,0.459987,540,267,150,dataset_root/graphs/raw_graphs/aes_run_20260123_151519_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_151519_clustered.pt
7,aes_run_20260123_151519,aes,0.7,43,0.51,DELAY 4,1,0,0,275,82,23,57,0.751342,-0.75682,-0.688381,-0.119639,-208.463,-0.265271,994,7,0.037684,1117390,0.45321,336,176,150,dataset_root/graphs/raw_graphs/aes_run_20260123_151519_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_151519_clustered.pt
8,aes_run_20260123_151519,aes,0.7,43,0.51,DELAY 4,1,0,0,205,115,23,52,0.750887,-0.765093,-0.634659,-0.123694,-178.277,-0.286817,860,8,0.0385546,1117660,0.45456,365,227,150,dataset_root/graphs/raw_graphs/aes_run_20260123_151519_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_151519_clustered.pt
9,aes_run_20260123_151519,aes,0.7,43,0.51,DELAY 4,1,0,0,247,127,18,60,0.751681,-0.751681,-0.61752,-0.131241,-164.18,-0.295573,817,7,0.0363427,1113630,0.450994,300,125,150,dataset_root/graphs/raw_graphs/aes_run_20260123_151519_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_151519_clustered.pt
10,aes_run_20260123_151519,aes,0.7,43,0.51,DELAY 4,1,0,0,279,117,21,63,0.603747,-0.599673,-0.630306,-0.0887281,-171.663,-0.218106,831,5,0.0358024,1113010,0.449984,269,105,150,dataset_root/graphs/raw_graphs/aes_run_20260123_151519_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_151519_clustered.pt
11,aes_run_20260123_152240,aes,0.7,55,0.75,AREA 2,1,0,1,172,75,24,46,0.710226,-0.734386,-1.0102,-0.089087,-349.056,-2.22455,1226,478,0.0385156,763229,0.555748,246,139,300,dataset_root/graphs/raw_graphs/aes_run_20260123_152240_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152240_clustered.pt
12,aes_run_20260123_152240,aes,0.7,55,0.75,AREA 2,1,0,1,165,146,16,59,0.54516,-0.546368,-1.01979,-0.097098,-358.406,-6.66962,1231,969,0.0371932,749717,0.552681,286,28,300,dataset_root/graphs/raw_graphs/aes_run_20260123_152240_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152240_clustered.pt
13,aes_run_20260123_152240,aes,0.7,55,0.75,AREA 2,1,0,1,138,121,29,55,0.697969,-0.698045,-1.01124,-0.0949378,-350.941,-0.824362,1226,226,0.0374171,748461,0.5531,207,100,300,dataset_root/graphs/raw_graphs/aes_run_20260123_152240_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152240_clustered.pt
14,aes_run_20260123_152240,aes,0.7,55,0.75,AREA 2,1,0,1,132,114,21,70,1.03017,-1.03022,-1.02242,-0.169475,-348.248,-4.22036,1224,670,0.0365988,744027,0.55118,236,28,300,dataset_root/graphs/raw_graphs/aes_run_20260123_152240_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152240_clustered.pt
15,aes_run_20260123_152240,aes,0.7,55,0.75,AREA 2,1,0,1,185,121,13,60,0.562158,-0.562255,-1.01737,-0.0998973,-379.003,-8.47546,1275,1042,0.0384808,768165,0.555696,366,24,300,dataset_root/graphs/raw_graphs/aes_run_20260123_152240_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152240_clustered.pt
16,aes_run_20260123_152240,aes,0.7,55,0.75,AREA 2,1,0,1,243,93,17,63,0.588771,-0.588733,-1.01957,-0.095844,-346.829,-5.84252,1209,922,0.0367625,749164,0.551852,274,25,300,dataset_root/graphs/raw_graphs/aes_run_20260123_152240_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152240_clustered.pt
17,aes_run_20260123_152240,aes,0.7,55,0.75,AREA 2,1,0,1,142,114,26,49,1.15521,-1.13901,-1.01988,-0.277137,-309.862,-3.93934,1109,404,0.0375981,749576,0.55367,234,111,300,dataset_root/graphs/raw_graphs/aes_run_20260123_152240_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152240_clustered.pt
18,aes_run_20260123_152240,aes,0.7,55,0.75,AREA 2,1,0,1,200,95,20,61,0.733106,-0.733106,-1.01845,-0.0915643,-356.197,-4.0212,1245,729,0.0365725,744342,0.551317,245,39,300,dataset_root/graphs/raw_graphs/aes_run_20260123_152240_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152240_clustered.pt
19,aes_run_20260123_152240,aes,0.7,55,0.75,AREA 2,1,0,1,246,83,18,45,0.712468,-0.74103,-1.01872,-0.102881,-333.873,-5.11504,1217,813,0.0381388,759501,0.555021,282,96,300,dataset_root/graphs/raw_graphs/aes_run_20260123_152240_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152240_clustered.pt
20,aes_run_20260123_152240,aes,0.7,55,0.75,AREA 2,1,0,1,136,121,30,58,0.674325,-0.672119,-1.0122,-0.0946385,-340.564,-0.67061,1202,181,0.0369185,746961,0.552061,188,93,300,dataset_root/graphs/raw_graphs/aes_run_20260123_152240_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152240_clustered.pt
21,aes_run_20260123_152931,aes,2.0,70,0.84,DELAY 0,1,0,1,137,85,13,37,0.717965,-0.717979,-1.2939,-0.123062,-94.0315,-3.60482,132,369,0.0698681,1186980,0.747923,442,84,655,dataset_root/graphs/raw_graphs/aes_run_20260123_152931_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152931_clustered.pt
22,aes_run_20260123_152931,aes,2.0,70,0.84,DELAY 0,1,0,1,273,74,24,51,0.550284,-0.550181,-1.37923,-0.113334,-97.0109,-0.934783,133,123,0.0669441,1175280,0.741277,246,52,655,dataset_root/graphs/raw_graphs/aes_run_20260123_152931_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152931_clustered.pt
23,aes_run_20260123_152931,aes,2.0,70,0.84,DELAY 0,1,0,1,244,100,17,58,0.557274,-0.557405,-1.37522,-0.115372,-96.6677,-2.21578,133,306,0.0675924,1178830,0.742701,334,17,655,dataset_root/graphs/raw_graphs/aes_run_20260123_152931_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152931_clustered.pt
24,aes_run_20260123_152931,aes,2.0,70,0.84,DELAY 0,1,0,1,200,75,17,39,0.952061,-0.950269,-1.36532,-0.182541,-92.4714,-3.68633,131,327,0.0684016,1182540,0.74469,340,75,655,dataset_root/graphs/raw_graphs/aes_run_20260123_152931_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152931_clustered.pt
25,aes_run_20260123_152931,aes,2.0,70,0.84,DELAY 0,1,0,1,194,130,23,61,0.540822,-0.539643,-1.38508,-0.112158,-98.6025,-1.00629,133,141,0.0668007,1175030,0.740803,252,27,655,dataset_root/graphs/raw_graphs/aes_run_20260123_152931_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152931_clustered.pt
26,aes_run_20260123_152931,aes,2.0,70,0.84,DELAY 0,1,0,1,162,129,21,59,0.732441,-0.734101,-1.36148,-0.143539,-93.4154,-1.58553,163,203,0.066964,1175870,0.741239,277,25,655,dataset_root/graphs/raw_graphs/aes_run_20260123_152931_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152931_clustered.pt
27,aes_run_20260123_152931,aes,2.0,70,0.84,DELAY 0,1,0,1,194,131,18,47,0.534351,-0.536081,-1.35494,-0.118395,-94.7477,-2.0473,133,289,0.067673,1178130,0.74291,311,37,655,dataset_root/graphs/raw_graphs/aes_run_20260123_152931_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152931_clustered.pt
28,aes_run_20260123_152931,aes,2.0,70,0.84,DELAY 0,1,0,1,149,142,15,65,0.922641,-0.922632,-1.72073,-0.470822,-142.672,-5.39752,240,357,0.0680013,1181690,0.743742,390,13,655,dataset_root/graphs/raw_graphs/aes_run_20260123_152931_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152931_clustered.pt
29,aes_run_20260123_152931,aes,2.0,70,0.84,DELAY 0,1,0,1,234,92,27,59,0.558315,-0.562386,-1.36496,-0.110359,-96.2783,-0.688848,133,91,0.0664841,1172780,0.740214,219,40,655,dataset_root/graphs/raw_graphs/aes_run_20260123_152931_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152931_clustered.pt
30,aes_run_20260123_152931,aes,2.0,70,0.84,DELAY 0,1,0,1,249,101,13,45,0.700909,-0.688908,-1.36126,-0.122846,-96.377,-3.49409,133,370,0.068892,1186150,0.745682,415,40,655,dataset_root/graphs/raw_graphs/aes_run_20260123_152931_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_152931_clustered.pt
31,aes_run_20260123_153728,aes,0.7,55,0.75,DELAY 0,0,0,0,158,86,27,56,0.979621,-0.9729,-1.99412,-0.153445,-147.682,-1.76059,504,146,0.0680958,1085890,0.585589,243,111,640,dataset_root/graphs/raw_graphs/aes_run_20260123_153728_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_153728_clustered.pt
32,aes_run_20260123_153728,aes,0.7,55,0.75,DELAY 0,0,0,0,183,114,18,37,0.840874,-0.822216,-1.77111,-0.122262,-145.322,-4.25326,685,432,0.0725739,1094250,0.593518,451,243,640,dataset_root/graphs/raw_graphs/aes_run_20260123_153728_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_153728_clustered.pt
33,aes_run_20260123_153728,aes,0.7,55,0.75,DELAY 0,0,0,0,236,113,29,38,0.718386,-0.728742,-1.76018,-0.120705,-88.6224,-4.21444,250,429,0.0726859,1094950,0.593567,451,230,640,dataset_root/graphs/raw_graphs/aes_run_20260123_153728_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_153728_clustered.pt
34,aes_run_20260123_153728,aes,0.7,55,0.75,DELAY 0,0,0,0,275,77,23,38,0.73389,-0.729674,-1.75944,-0.120696,-91.4084,-4.22517,258,432,0.0727283,1094560,0.593743,462,224,640,dataset_root/graphs/raw_graphs/aes_run_20260123_153728_raw.pt,dataset_root/graphs/clustered_graphs/aes_run_20260123_153728_clustered.pt
