run_id,placement_id,design_name,aspect_ratio,core_util,density,synth_strategy,io_mode,time_driven,routability_driven,cts_max_wire,cts_buf_dist,cts_cluster_size,cts_cluster_dia,skew_setup,skew_hold,setup_slack,hold_slack,setup_tns,hold_tns,setup_vio_count,hold_vio_count,power_total,wirelength,utilization,clock_buffers,clock_inverters,timing_repair_buffers,raw_graph_path,cluster_graph_path
1,sha256_run_20260129_133539,sha256,2.0,69,0.88,AREA 2,1,0,1,239,135,27,53,0.72065,-0.730345,-1.61698,-0.0115323,-27.3086,-0.206281,32,93,0.0120011,321350,0.665167,126,52,150,dataset_root/graphs/raw_graphs/sha256_run_20260129_133539_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260129_133539_clustered.pt
2,sha256_run_20260129_133539,sha256,2.0,69,0.88,AREA 2,1,0,1,141,82,20,42,0.528626,-0.674602,-1.63598,-0.153496,-27.5771,-1.50095,32,210,0.0132152,327772,0.672688,186,72,150,dataset_root/graphs/raw_graphs/sha256_run_20260129_133539_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260129_133539_clustered.pt
3,sha256_run_20260129_133539,sha256,2.0,69,0.88,AREA 2,1,0,1,195,99,12,37,0.542447,-0.68943,-1.63246,-0.137265,-27.8206,-2.82226,32,240,0.0132477,329139,0.673871,297,24,150,dataset_root/graphs/raw_graphs/sha256_run_20260129_133539_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260129_133539_clustered.pt
4,sha256_run_20260129_133539,sha256,2.0,69,0.88,AREA 2,1,0,1,271,139,19,48,0.530544,-0.526797,-1.60814,-0.0170746,-27.4639,-1.31083,32,213,0.0122747,324247,0.667088,185,38,150,dataset_root/graphs/raw_graphs/sha256_run_20260129_133539_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260129_133539_clustered.pt
5,sha256_run_20260129_133539,sha256,2.0,69,0.88,AREA 2,1,0,1,165,117,24,52,0.93985,-1.02421,-1.91783,-0.331992,-36.2518,-8.00549,34,210,0.0120808,323068,0.665679,154,48,150,dataset_root/graphs/raw_graphs/sha256_run_20260129_133539_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260129_133539_clustered.pt
6,sha256_run_20260129_133539,sha256,2.0,69,0.88,AREA 2,1,0,1,237,143,12,64,0.536723,-0.529189,-1.62229,-0.024255,-27.6851,-2.55839,32,234,0.0130262,329964,0.67214,283,9,150,dataset_root/graphs/raw_graphs/sha256_run_20260129_133539_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260129_133539_clustered.pt
7,sha256_run_20260129_133539,sha256,2.0,69,0.88,AREA 2,1,0,1,198,91,15,68,0.536788,-0.529507,-1.63245,-0.0171494,-27.6746,-1.93858,32,226,0.0126371,327548,0.669497,244,7,150,dataset_root/graphs/raw_graphs/sha256_run_20260129_133539_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260129_133539_clustered.pt
8,sha256_run_20260129_133539,sha256,2.0,69,0.88,AREA 2,1,0,1,175,79,16,45,0.552767,-0.53574,-1.65941,-0.0202407,-28.4745,-1.89744,33,223,0.012672,327066,0.669819,226,33,150,dataset_root/graphs/raw_graphs/sha256_run_20260129_133539_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260129_133539_clustered.pt
9,sha256_run_20260129_133539,sha256,2.0,69,0.88,AREA 2,1,0,1,143,117,29,62,1.06303,-1.04636,-1.84972,-0.305491,-29.3004,-8.03441,32,136,0.0116304,321105,0.662583,143,22,150,dataset_root/graphs/raw_graphs/sha256_run_20260129_133539_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260129_133539_clustered.pt
10,sha256_run_20260129_133539,sha256,2.0,69,0.88,AREA 2,1,0,1,199,145,20,70,0.52877,-0.530439,-1.62601,-0.0163545,-27.2115,-0.961623,32,195,0.011821,321831,0.664072,177,10,150,dataset_root/graphs/raw_graphs/sha256_run_20260129_133539_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260129_133539_clustered.pt
