run_id,placement_id,design_name,aspect_ratio,core_util,density,synth_strategy,io_mode,time_driven,routability_driven,cts_max_wire,cts_buf_dist,cts_cluster_size,cts_cluster_dia,skew_setup,skew_hold,setup_slack,hold_slack,setup_tns,hold_tns,setup_vio_count,hold_vio_count,power_total,wirelength,utilization,clock_buffers,clock_inverters,timing_repair_buffers,raw_graph_path,cluster_graph_path
1,ethmac_run_20260126_111723,ethmac,1.4,65,0.82,DELAY 4,0,0,1,204,98,23,68,0.53789,-0.547947,1.73505,-0.161388,0,-4.51528,0,54,0.0658241,1153130,0.696297,650,62,412,dataset_root/graphs/raw_graphs/ethmac_run_20260126_111723_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_111723_clustered.pt
2,ethmac_run_20260126_111723,ethmac,1.4,65,0.82,DELAY 4,0,0,1,191,118,22,62,0.701856,-0.706459,1.73707,-0.164047,0,-4.66456,0,54,0.0664534,1157110,0.697241,680,95,412,dataset_root/graphs/raw_graphs/ethmac_run_20260126_111723_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_111723_clustered.pt
3,ethmac_run_20260126_111723,ethmac,1.4,65,0.82,DELAY 4,0,0,1,140,89,17,45,0.998615,-0.991076,1.74177,-0.174572,0,-4.93181,0,61,0.069556,1168620,0.702355,952,192,412,dataset_root/graphs/raw_graphs/ethmac_run_20260126_111723_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_111723_clustered.pt
4,ethmac_run_20260126_111723,ethmac,1.4,65,0.82,DELAY 4,0,0,1,205,97,17,56,0.539844,-0.540694,1.72024,-0.164524,0,-4.86789,0,58,0.0678415,1163040,0.699496,830,67,412,dataset_root/graphs/raw_graphs/ethmac_run_20260126_111723_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_111723_clustered.pt
5,ethmac_run_20260126_111723,ethmac,1.4,65,0.82,DELAY 4,0,0,1,194,149,30,48,0.724559,-0.721621,1.75172,-0.185367,0,-4.85013,0,53,0.0709108,1161750,0.704028,692,425,412,dataset_root/graphs/raw_graphs/ethmac_run_20260126_111723_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_111723_clustered.pt
6,ethmac_run_20260126_111723,ethmac,1.4,65,0.82,DELAY 4,0,0,1,144,106,13,64,0.848344,-0.904605,1.70782,-0.168381,0,-6.12574,0,74,0.0693889,1171170,0.701919,1022,29,412,dataset_root/graphs/raw_graphs/ethmac_run_20260126_111723_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_111723_clustered.pt
7,ethmac_run_20260126_111723,ethmac,1.4,65,0.82,DELAY 4,0,0,1,267,93,26,44,0.73666,-0.751451,1.67681,-0.189381,0,-4.57143,0,53,0.0713867,1169150,0.705099,789,450,412,dataset_root/graphs/raw_graphs/ethmac_run_20260126_111723_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_111723_clustered.pt
8,ethmac_run_20260126_111723,ethmac,1.4,65,0.82,DELAY 4,0,0,1,258,126,22,50,0.722754,-0.725018,1.73654,-0.160811,0,-4.61504,0,54,0.0690761,1158940,0.701365,748,314,412,dataset_root/graphs/raw_graphs/ethmac_run_20260126_111723_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_111723_clustered.pt
9,ethmac_run_20260126_111723,ethmac,1.4,65,0.82,DELAY 4,0,0,1,154,74,20,65,0.555829,-0.556214,1.74376,-0.162977,0,-4.73679,0,54,0.0658608,1155980,0.696642,731,59,412,dataset_root/graphs/raw_graphs/ethmac_run_20260126_111723_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_111723_clustered.pt
10,ethmac_run_20260126_111723,ethmac,1.4,65,0.82,DELAY 4,0,0,1,186,111,25,54,0.700136,-0.696025,1.74496,-0.162107,0,-4.55966,0,53,0.068433,1157150,0.700342,682,268,412,dataset_root/graphs/raw_graphs/ethmac_run_20260126_111723_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_111723_clustered.pt
11,ethmac_run_20260126_112413,ethmac,1.4,49,0.56,DELAY 0,0,0,0,143,125,21,55,0.8632,-0.906623,2.08132,-0.16526,0,-278.176,0,9325,0.074542,1075110,0.529836,848,370,639,dataset_root/graphs/raw_graphs/ethmac_run_20260126_112413_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_112413_clustered.pt
12,ethmac_run_20260126_112413,ethmac,1.4,49,0.56,DELAY 0,0,0,0,274,139,17,49,0.542186,-0.552264,2.07081,-0.169971,0,-309.378,0,9327,0.07477,1075820,0.530343,961,332,639,dataset_root/graphs/raw_graphs/ethmac_run_20260126_112413_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_112413_clustered.pt
13,ethmac_run_20260126_112413,ethmac,1.4,49,0.56,DELAY 0,0,0,0,233,104,19,42,0.566521,-0.64654,2.06297,-0.28038,0,-325.874,0,9333,0.0817536,1087180,0.539045,1324,626,639,dataset_root/graphs/raw_graphs/ethmac_run_20260126_112413_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_112413_clustered.pt
14,ethmac_run_20260126_112413,ethmac,1.4,49,0.56,DELAY 0,0,0,0,255,102,25,39,0.686767,-0.668733,2.07563,-0.274298,0,-337.796,0,9335,0.0850523,1089610,0.54303,1466,773,639,dataset_root/graphs/raw_graphs/ethmac_run_20260126_112413_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_112413_clustered.pt
15,ethmac_run_20260126_112413,ethmac,1.4,49,0.56,DELAY 0,0,0,0,267,80,16,38,0.709363,-0.669208,2.04472,-0.268813,0,-341.646,0,9339,0.086237,1092950,0.544514,1585,757,639,dataset_root/graphs/raw_graphs/ethmac_run_20260126_112413_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_112413_clustered.pt
16,ethmac_run_20260126_112413,ethmac,1.4,49,0.56,DELAY 0,0,0,0,220,86,29,39,0.678943,-0.650747,2.07943,-0.176021,0,-337.487,0,9335,0.0870737,1092670,0.545206,1528,749,639,dataset_root/graphs/raw_graphs/ethmac_run_20260126_112413_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_112413_clustered.pt
17,ethmac_run_20260126_112413,ethmac,1.4,49,0.56,DELAY 0,0,0,0,172,142,25,62,0.830106,-0.861112,2.07569,-0.162678,0,-242.654,0,9295,0.0713447,1067170,0.526124,696,291,639,dataset_root/graphs/raw_graphs/ethmac_run_20260126_112413_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_112413_clustered.pt
18,ethmac_run_20260126_112413,ethmac,1.4,49,0.56,DELAY 0,0,0,0,242,85,28,41,0.685408,-0.67063,2.04424,-0.171825,0,-328.089,0,9336,0.0848039,1090870,0.542461,1422,645,639,dataset_root/graphs/raw_graphs/ethmac_run_20260126_112413_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_112413_clustered.pt
19,ethmac_run_20260126_112413,ethmac,1.4,49,0.56,DELAY 0,0,0,0,236,92,30,54,0.833543,-0.757704,2.05572,-0.163948,0,-247.392,0,9302,0.0746892,1072290,0.530173,783,460,639,dataset_root/graphs/raw_graphs/ethmac_run_20260126_112413_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_112413_clustered.pt
20,ethmac_run_20260126_112413,ethmac,1.4,49,0.56,DELAY 0,0,0,0,250,138,20,66,0.724405,-0.707611,2.07046,-0.166748,0,-281.006,0,9315,0.0701678,1069960,0.524576,744,118,639,dataset_root/graphs/raw_graphs/ethmac_run_20260126_112413_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_112413_clustered.pt
21,ethmac_run_20260126_113114,ethmac,1.4,45,0.5,AREA 2,0,0,1,192,135,16,59,0.761526,-0.781094,1.30671,-0.169098,0,-332.493,0,9344,0.0697704,1203120,0.48302,962,163,589,dataset_root/graphs/raw_graphs/ethmac_run_20260126_113114_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_113114_clustered.pt
22,ethmac_run_20260126_113114,ethmac,1.4,45,0.5,AREA 2,0,0,1,134,143,30,63,0.971811,-0.957944,1.44063,-0.280548,0,-252.746,0,9340,0.0712438,1199530,0.484372,740,410,589,dataset_root/graphs/raw_graphs/ethmac_run_20260126_113114_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_113114_clustered.pt
23,ethmac_run_20260126_113114,ethmac,1.4,45,0.5,AREA 2,0,0,1,226,137,25,38,0.682361,-0.696795,1.30234,-0.177184,0,-370.201,0,9350,0.0880606,1223230,0.502847,1686,937,589,dataset_root/graphs/raw_graphs/ethmac_run_20260126_113114_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_113114_clustered.pt
24,ethmac_run_20260126_113114,ethmac,1.4,45,0.5,AREA 2,0,0,1,151,87,21,57,0.994833,-0.991056,1.30049,-0.431261,0,-299.314,0,9349,0.0715758,1203710,0.484943,888,415,589,dataset_root/graphs/raw_graphs/ethmac_run_20260126_113114_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_113114_clustered.pt
25,ethmac_run_20260126_113114,ethmac,1.4,45,0.5,AREA 2,0,0,1,143,126,22,51,1.14167,-1.06573,1.29452,-0.314352,0,-304.21,0,9361,0.0741324,1206340,0.487755,961,581,589,dataset_root/graphs/raw_graphs/ethmac_run_20260126_113114_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_113114_clustered.pt
26,ethmac_run_20260126_113114,ethmac,1.4,45,0.5,AREA 2,0,0,1,242,107,22,63,0.694624,-0.717855,1.30357,-0.311835,0,-285.077,0,9338,0.0700135,1199940,0.483095,790,322,589,dataset_root/graphs/raw_graphs/ethmac_run_20260126_113114_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_113114_clustered.pt
27,ethmac_run_20260126_113114,ethmac,1.4,45,0.5,AREA 2,0,0,1,235,100,14,38,0.67295,-0.686673,1.30455,-0.177303,0,-371.288,0,9349,0.0884997,1225500,0.503335,1756,905,589,dataset_root/graphs/raw_graphs/ethmac_run_20260126_113114_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_113114_clustered.pt
28,ethmac_run_20260126_113114,ethmac,1.4,45,0.5,AREA 2,0,0,1,207,132,29,48,0.726365,-0.723767,1.32241,-0.307894,0,-316.584,0,9341,0.0766396,1206690,0.490574,1009,684,589,dataset_root/graphs/raw_graphs/ethmac_run_20260126_113114_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_113114_clustered.pt
29,ethmac_run_20260126_113114,ethmac,1.4,45,0.5,AREA 2,0,0,1,220,142,15,53,0.716621,-0.713484,1.31576,-0.169631,0,-342.381,0,9346,0.0719902,1207650,0.485264,1058,186,589,dataset_root/graphs/raw_graphs/ethmac_run_20260126_113114_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_113114_clustered.pt
30,ethmac_run_20260126_113114,ethmac,1.4,45,0.5,AREA 2,0,0,1,154,109,25,57,0.829329,-0.83338,1.33517,-0.168449,0,-273.347,0,9331,0.0715702,1199740,0.484952,791,469,589,dataset_root/graphs/raw_graphs/ethmac_run_20260126_113114_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_113114_clustered.pt
31,ethmac_run_20260126_113800,ethmac,2.0,41,0.48,DELAY 1,0,0,0,197,93,24,63,0.730479,-0.730505,1.20755,-0.293517,0,-234.283,0,9309,0.0687818,1358770,0.441178,700,132,894,dataset_root/graphs/raw_graphs/ethmac_run_20260126_113800_raw.pt,dataset_root/graphs/clustered_graphs/ethmac_run_20260126_113800_clustered.pt
